trace_id,user_id,firm_id,feature,timestamp,confidence_score,latency_ms,outcome,retried,escalated_to_human,source_link_clicked
T000845,U0234,F013,anomaly_flagging,2026-04-26 02:27:11,0.99,2546,accepted,False,False,False
T000846,U0237,F001,workpaper_draft_assistant,2026-05-18 11:51:01,0.81,420,accepted,False,False,False
T000847,U0237,F001,document_qa_assistant,2026-05-21 18:14:15,0.75,1638,accepted,True,False,True
T000848,U0237,F001,anomaly_flagging,2026-05-28 17:04:41,0.85,1355,accepted,False,False,False
T000849,U0239,F025,risk_summary_generator,2026-06-12 06:22:36,0.88,605,edited,False,False,True
T000850,U0239,F025,anomaly_flagging,2026-02-26 02:26:31,0.76,3347,rejected,False,True,False
T000851,U0239,F025,risk_summary_generator,2026-06-21 14:22:55,0.99,3157,accepted,False,False,False
T000852,U0239,F025,anomaly_flagging,2026-06-15 23:34:09,0.89,916,rejected,False,False,False
T000853,U0239,F025,document_qa_assistant,2026-05-30 09:09:15,0.88,490,accepted,False,False,False
T000854,U0239,F025,workpaper_draft_assistant,2026-06-23 04:35:46,0.83,698,edited,False,False,False
T000855,U0239,F025,workpaper_draft_assistant,2026-05-21 10:51:57,0.95,1065,accepted,False,False,True
T000856,U0239,F025,variance_explanation,2026-05-03 13:36:11,0.98,1354,accepted,False,False,False
T000857,U0239,F025,anomaly_flagging,2026-04-12 15:51:26,0.95,486,edited,False,False,True
T000858,U0240,F002,risk_summary_generator,2025-09-08 23:37:55,0.84,2230,edited,False,False,True
T000859,U0240,F002,document_qa_assistant,2025-10-01 15:59:04,0.66,3625,accepted,False,False,False
T000860,U0240,F002,anomaly_flagging,2025-11-07 07:27:09,0.68,1456,accepted,False,False,True
T000861,U0240,F002,anomaly_flagging,2025-09-10 23:18:09,0.78,3503,edited,False,False,True
T000862,U0240,F002,risk_summary_generator,2025-12-01 14:04:26,0.7,584,edited,False,False,True
T000863,U0240,F002,variance_explanation,2025-10-18 12:55:00,0.98,444,accepted,False,False,True
T000864,U0240,F002,workpaper_draft_assistant,2025-12-04 02:28:00,0.8,661,accepted,False,False,False
T000865,U0240,F002,risk_summary_generator,2025-09-15 00:24:09,0.58,796,rejected,True,False,True
T000866,U0241,F010,variance_explanation,2026-02-16 22:57:43,0.58,752,accepted,True,False,True
T000867,U0241,F010,anomaly_flagging,2026-04-19 12:37:52,0.94,1928,accepted,False,False,True
T000868,U0241,F010,document_qa_assistant,2026-05-04 21:19:18,0.99,1213,accepted,False,False,False
T000869,U0241,F010,workpaper_draft_assistant,2026-05-03 01:18:59,0.99,821,accepted,False,False,False
T000870,U0241,F010,workpaper_draft_assistant,2026-05-01 02:26:59,0.83,510,edited,False,False,False
T000871,U0241,F010,anomaly_flagging,2026-03-17 16:00:53,0.86,879,accepted,False,False,True
T000872,U0241,F010,variance_explanation,2026-02-11 03:23:34,0.72,1424,accepted,False,False,True
T000873,U0241,F010,variance_explanation,2026-01-03 11:01:43,0.99,1985,accepted,False,False,True
T000874,U0241,F010,anomaly_flagging,2026-02-10 15:12:14,0.89,889,accepted,False,False,True
T000875,U0242,F021,document_qa_assistant,2026-06-07 05:56:56,0.99,713,edited,False,False,False
T000876,U0242,F021,workpaper_draft_assistant,2026-06-07 07:58:37,0.64,683,accepted,False,False,False
T000877,U0242,F021,document_qa_assistant,2026-06-11 16:44:01,0.73,416,edited,False,False,False
T000878,U0243,F010,variance_explanation,2026-05-06 21:37:17,0.74,1018,edited,False,False,False
T000879,U0243,F010,variance_explanation,2026-06-15 17:35:59,0.82,940,accepted,False,False,True
T000880,U0243,F010,document_qa_assistant,2026-06-07 01:52:02,0.82,658,edited,False,False,False
T000881,U0243,F010,risk_summary_generator,2026-03-23 05:23:14,0.77,759,accepted,False,False,True
T000882,U0243,F010,anomaly_flagging,2026-04-28 16:54:22,0.68,4886,edited,False,False,False
T000883,U0243,F010,variance_explanation,2026-06-09 14:33:29,0.79,3973,accepted,False,False,True
T000884,U0243,F010,variance_explanation,2026-04-06 22:41:05,0.94,492,accepted,False,False,True
T000885,U0243,F010,anomaly_flagging,2026-05-15 02:04:18,0.85,1310,accepted,False,False,True
T000886,U0243,F010,workpaper_draft_assistant,2026-06-25 01:06:50,0.83,1234,accepted,False,False,True
T000887,U0244,F003,variance_explanation,2025-11-01 14:25:49,0.96,799,accepted,False,False,False
T000888,U0244,F003,anomaly_flagging,2025-09-10 08:51:21,0.82,887,accepted,False,False,True
T000889,U0244,F003,workpaper_draft_assistant,2025-09-20 21:36:24,0.86,936,accepted,False,False,True
T000890,U0244,F003,anomaly_flagging,2025-07-01 05:27:46,0.58,2758,accepted,False,False,True
T000891,U0244,F003,risk_summary_generator,2025-08-06 01:52:11,0.69,597,accepted,False,False,True
T000892,U0244,F003,document_qa_assistant,2025-09-30 13:00:25,0.92,3313,accepted,False,False,True
T000893,U0244,F003,workpaper_draft_assistant,2025-09-16 12:01:12,0.57,936,accepted,False,False,True
T000894,U0245,F004,variance_explanation,2026-01-02 06:59:58,0.99,1898,edited,False,False,False
T000895,U0245,F004,workpaper_draft_assistant,2026-05-07 03:54:55,0.83,1110,accepted,False,False,False
T000896,U0245,F004,document_qa_assistant,2026-01-20 22:18:32,0.61,455,accepted,True,False,False
T000897,U0245,F004,variance_explanation,2026-03-09 05:43:49,0.67,858,edited,False,False,True
T000898,U0245,F004,workpaper_draft_assistant,2026-02-28 10:19:44,0.86,6530,accepted,False,False,False
T000899,U0245,F004,document_qa_assistant,2026-05-03 16:28:31,0.87,769,accepted,False,False,True
T000900,U0245,F004,workpaper_draft_assistant,2026-04-14 15:13:04,0.66,884,edited,False,False,False
T000901,U0246,F023,risk_summary_generator,2025-11-29 07:39:56,0.66,674,accepted,False,False,True
T000902,U0246,F023,anomaly_flagging,2025-09-27 02:08:20,0.71,2527,accepted,False,False,True
T000903,U0246,F023,document_qa_assistant,2025-12-30 04:35:29,0.94,707,accepted,True,False,False
T000904,U0246,F023,variance_explanation,2025-11-27 21:05:26,0.91,2010,accepted,False,False,True
T000905,U0246,F023,document_qa_assistant,2026-01-26 21:23:47,0.99,2333,accepted,False,False,False
T000906,U0246,F023,risk_summary_generator,2025-09-15 13:15:37,0.86,1961,accepted,False,False,True
T000907,U0246,F023,anomaly_flagging,2025-09-15 09:10:53,0.97,2971,accepted,False,False,False
